Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-05-20 00:00:00-04:00,386.69835697114746,390.415380028508,374.2001171420412,383.138671875,131432200,0.0,0.0,0.0
2022-05-23 00:00:00-04:00,386.28533453850724,391.10372324286544,383.8761701954753,390.3072204589844,76414900,0.0,0.0,0.0
2022-05-24 00:00:00-04:00,386.0198391176767,388.56668539820913,380.51313066907977,387.32769775390625,91448800,0.0,0.0,0.0
2022-05-25 00:00:00-04:00,385.7740284332581,392.7950888985571,385.3610425289162,390.7497253417969,91472900,0.0,0.0,0.0
2022-05-26 00:00:00-04:00,392.0281037249263,400.25865331095054,391.81176776168724,398.5574645996094,82168300,0.0,0.0,0.0
2022-05-27 00:00:00-04:00,401.11412162944146,408.45967077340214,400.9076286841909,408.3416748046875,84768700,0.0,0.0,0.0
2022-05-31 00:00:00-04:00,406.6601724816178,409.52169497245626,403.19882710213295,406.0505065917969,95937000,0.0,0.0,0.0
2022-06-01 00:00:00-04:00,408.25319667048547,409.3053474461829,400.1504563380565,402.7661437988281,86585800,0.0,0.0,0.0
2022-06-02 00:00:00-04:00,402.5989987649324,410.48537324862616,400.2586452124671,410.43621826171875,79609600,0.0,0.0,0.0
2022-06-03 00:00:00-04:00,405.5292842938949,407.141975798394,402.6874481795561,403.7002868652344,71874300,0.0,0.0,0.0
2022-06-06 00:00:00-04:00,407.869680791788,409.6691794206513,403.71014263706275,404.92950439453125,57508900,0.0,0.0,0.0
2022-06-07 00:00:00-04:00,401.300989509976,409.28570410592965,400.81913258839256,408.8136901855469,59272400,0.0,0.0,0.0
2022-06-08 00:00:00-04:00,407.033830454857,408.89235705496225,403.54298621789,404.3689880371094,64350000,0.0,0.0,0.0
2022-06-09 00:00:00-04:00,402.52033196454516,404.8803416107278,394.751953125,394.751953125,86289800,0.0,0.0,0.0
2022-06-10 00:00:00-04:00,388.3011993086751,389.1861990682326,383.25666166730576,383.3058166503906,132893900,0.0,0.0,0.0
2022-06-13 00:00:00-04:00,373.521614737995,375.44895226967833,367.080721288984,368.7524108886719,170004900,0.0,0.0,0.0
2022-06-14 00:00:00-04:00,370.57162943301586,371.6434662711907,364.4159123531625,367.6412658691406,104011800,0.0,0.0,0.0
2022-06-15 00:00:00-04:00,371.07307473574576,377.5041251220269,365.92038403367434,372.8824462890625,125666800,0.0,0.0,0.0
2022-06-16 00:00:00-04:00,364.33724168559667,364.76007060063256,358.0143439163167,360.5415344238281,134473300,0.0,0.0,0.0
2022-06-17 00:00:00-04:00,360.97315507044345,364.7951142787676,357.6746160871056,361.31878662109375,111113900,1.577,0.0,0.0
2022-06-21 00:00:00-04:00,367.27393814085656,371.85632857223936,367.1949142613548,370.4144592285156,76811900,0.0,0.0,0.0
2022-06-22 00:00:00-04:00,366.0196653329927,374.0191299119789,365.5851244326878,369.7428894042969,90059400,0.0,0.0,0.0
2022-06-23 00:00:00-04:00,371.9649826695998,374.12777163787763,368.2615294231013,373.3673400878906,79292100,0.0,0.0,0.0
2022-06-24 00:00:00-04:00,376.6658761746075,385.24801418177316,376.6362497543955,385.2381286621094,98050300,0.0,0.0,0.0
2022-06-27 00:00:00-04:00,386.1960889486492,386.5022386697839,382.63091245598696,383.7666320800781,66009600,0.0,0.0,0.0
2022-06-28 00:00:00-04:00,385.38627590160434,388.2799000052048,375.8066652222021,375.9251708984375,86548900,0.0,0.0,0.0
2022-06-29 00:00:00-04:00,376.4980164675576,377.52508583035967,373.7228978341844,375.6190490722656,65676000,0.0,0.0,0.0
2022-06-30 00:00:00-04:00,371.56990979727414,375.93505979002987,367.9355950458228,372.5673828125,112508300,0.0,0.0,0.0
2022-07-01 00:00:00-04:00,371.88594082255077,376.9621549604543,369.1601897204062,376.5078430175781,74839700,0.0,0.0,0.0
2022-07-05 00:00:00-04:00,371.214384015665,377.23867362616005,368.27136249741585,377.2189025878906,81438000,0.0,0.0,0.0
2022-07-06 00:00:00-04:00,377.36705567388856,381.0803944217716,374.8882314741845,378.492919921875,70426200,0.0,0.0,0.0
2022-07-07 00:00:00-04:00,380.33969281220647,384.99122149387733,378.51264991120695,384.1616516113281,64525900,0.0,0.0,0.0
2022-07-08 00:00:00-04:00,382.4629954960972,385.79119064608494,380.87299410757834,383.84564208984375,72397800,0.0,0.0,0.0
2022-07-11 00:00:00-04:00,381.06064131566325,382.06796971150743,378.7398046725736,379.46075439453125,58366900,0.0,0.0,0.0
2022-07-12 00:00:00-04:00,378.88793978488985,381.36679406370473,374.28577840077406,376.1029357910156,62219200,0.0,0.0,0.0
2022-07-13 00:00:00-04:00,370.44409483880133,377.17944914140026,370.0095539070994,374.1277770996094,84224600,0.0,0.0,0.0
2022-07-14 00:00:00-04:00,368.9725331232767,374.34501126813603,366.4344562795276,373.21917724609375,89704800,0.0,0.0,0.0
2022-07-15 00:00:00-04:00,377.8016165417709,380.4681150623537,375.8165860010341,380.349609375,79060400,0.0,0.0,0.0
2022-07-18 00:00:00-04:00,383.5592255952823,384.26040425861544,375.93504913774046,377.20904541015625,63203600,0.0,0.0,0.0
2022-07-19 00:00:00-04:00,381.2877708711188,387.9934984724756,380.60636321998476,387.40093994140625,78506000,0.0,0.0,0.0
2022-07-20 00:00:00-04:00,387.5984643872134,391.3414294226482,386.1763359869105,389.8699035644531,71843800,0.0,0.0,0.0
2022-07-21 00:00:00-04:00,389.26749191648867,393.8893941748685,386.768896751534,393.84002685546875,64903900,0.0,0.0,0.0
2022-07-22 00:00:00-04:00,393.96842062411883,395.2127603856337,387.8749924592407,390.1859436035156,72197300,0.0,0.0,0.0
2022-07-25 00:00:00-04:00,390.8377621829222,391.5488264049527,388.3292814359284,390.6600036621094,53631500,0.0,0.0,0.0
2022-07-26 00:00:00-04:00,388.95145093090207,389.16872138284884,385.1097512917982,386.0380859375,52946400,0.0,0.0,0.0
2022-07-27 00:00:00-04:00,389.4650258114279,397.8792913300099,389.15887607097807,396.0621337890625,82342100,0.0,0.0,0.0
2022-07-28 00:00:00-04:00,396.901524368611,401.75055209919077,393.2079269078257,401.0296325683594,73966600,0.0,0.0,0.0
2022-07-29 00:00:00-04:00,402.52089522783035,407.903259094678,401.7209517733946,406.87615966796875,87003700,0.0,0.0,0.0
2022-08-01 00:00:00-04:00,404.0714082830179,408.278540559625,403.33071767875765,405.6712951660156,69997500,0.0,0.0,0.0
2022-08-02 00:00:00-04:00,404.0418355659095,407.8736802901137,401.77039613312377,402.9949951171875,63435400,0.0,0.0,0.0
2022-08-03 00:00:00-04:00,405.2071214879932,410.5203468280237,404.9108573064507,409.3056335449219,67820600,0.0,0.0,0.0
2022-08-04 00:00:00-04:00,409.22664371164063,409.9377079452691,407.3206069946852,409.0291442871094,45656600,0.0,0.0,0.0
2022-08-05 00:00:00-04:00,404.5750931614287,409.0093513294886,404.51584032336655,408.3377990722656,56814900,0.0,0.0,0.0
2022-08-08 00:00:00-04:00,410.0957270217018,412.4363046752139,406.7181643653003,407.86376953125,53886100,0.0,0.0,0.0
2022-08-09 00:00:00-04:00,407.1033369626338,407.62675715330613,405.12816188254516,406.244140625,44931800,0.0,0.0,0.0
2022-08-10 00:00:00-04:00,413.5818830585711,414.9250177015538,411.54745526387535,414.77685546875,68665700,0.0,0.0,0.0
2022-08-11 00:00:00-04:00,417.7396179043781,419.6753110622421,414.0065384410378,414.77685546875,59489700,0.0,0.0,0.0
2022-08-12 00:00:00-04:00,416.79153879530486,421.90723465704934,415.8039513252178,421.7986145019531,61694500,0.0,0.0,0.0
2022-08-15 00:00:00-04:00,419.4975443002847,424.0799649064501,419.4382914595825,423.5367736816406,54048300,0.0,0.0,0.0
2022-08-16 00:00:00-04:00,422.4208149323699,426.3711649576888,421.58135952423385,424.3663635253906,59289000,0.0,0.0,0.0
2022-08-17 00:00:00-04:00,420.62341239477234,424.1688480434881,419.27042228841003,421.3542175292969,63563400,0.0,0.0,0.0
2022-08-18 00:00:00-04:00,421.5615828531401,423.289860966127,420.21847832908975,422.5788269042969,49023200,0.0,0.0,0.0
2022-08-19 00:00:00-04:00,419.7049524419176,419.98147574021544,415.9916137458217,416.90020751953125,68016900,0.0,0.0,0.0
2022-08-22 00:00:00-04:00,411.8733241938566,412.0511128361086,407.28104868807975,408.2192687988281,77695600,0.0,0.0,0.0
2022-08-23 00:00:00-04:00,407.7749116095682,410.26365163572444,406.65893280593866,407.23175048828125,49105200,0.0,0.0,0.0
2022-08-24 00:00:00-04:00,406.99470551154235,409.9574682688995,406.28367138300666,408.5353698730469,49177800,0.0,0.0,0.0
2022-08-25 00:00:00-04:00,410.0858685890665,414.3522542877643,408.9501488679343,414.3028869628906,50942300,0.0,0.0,0.0
2022-08-26 00:00:00-04:00,414.18433199203565,414.7472339559923,400.2198304136419,400.2790832519531,103087000,0.0,0.0,0.0
2022-08-29 00:00:00-04:00,397.2077298351866,400.8025328918074,396.22014227233313,397.63238525390625,65370800,0.0,0.0,0.0
2022-08-30 00:00:00-04:00,398.8372199086904,399.0841167849322,391.08465196694345,393.2672119140625,85652400,0.0,0.0,0.0
2022-08-31 00:00:00-04:00,394.9658512931046,396.2595884731048,390.13656421680275,390.2748107910156,76029700,0.0,0.0,0.0
2022-09-01 00:00:00-04:00,388.0132680081562,391.8549677175907,385.1986376005654,391.49945068359375,78740100,0.0,0.0,0.0
2022-09-02 00:00:00-04:00,395.31151923027204,396.5756300117246,385.48501165078636,387.3713073730469,99632100,0.0,0.0,0.0
2022-09-06 00:00:00-04:00,388.250276023002,389.22797799685856,383.59874736889896,385.9096984863281,76637400,0.0,0.0,0.0
2022-09-07 00:00:00-04:00,385.5837855643205,393.64250328908213,385.35665972509196,392.8425598144531,70964200,0.0,0.0,0.0
2022-09-08 00:00:00-04:00,390.48222646126084,395.88430101980344,389.2279710783758,395.4102783203125,80821700,0.0,0.0,0.0
2022-09-09 00:00:00-04:00,397.7409667739699,402.4517782798896,397.46444348878964,401.5530700683594,76706900,0.0,0.0,0.0
2022-09-12 00:00:00-04:00,403.70601641648074,406.61941159246044,403.3899811836655,405.86883544921875,69256300,0.0,0.0,0.0
2022-09-13 00:00:00-04:00,396.84226144977185,398.09651683067534,387.05529610373236,388.22064208984375,122947100,0.0,0.0,0.0
2022-09-14 00:00:00-04:00,389.57363517234205,391.28217236590893,386.26521108037684,389.7020263671875,85023700,0.0,0.0,0.0
2022-09-15 00:00:00-04:00,388.0823939419695,391.0451565822954,383.9542852297559,385.27764892578125,87633800,0.0,0.0,0.0
2022-09-16 00:00:00-04:00,380.9302913339953,383.0226464754318,378.9172241658096,382.3384094238281,103084800,1.596,0.0,0.0
2022-09-19 00:00:00-04:00,379.06598449742245,385.3034057617187,378.9866360012069,385.30340576171875,73278500,0.0,0.0,0.0
2022-09-20 00:00:00-04:00,381.8425725033469,382.8937130975062,378.01483982321673,380.88067626953125,77274900,0.0,0.0,0.0
2022-09-21 00:00:00-04:00,382.8837732220656,386.0570471457358,374.22673769114954,374.2366638183594,106746600,0.0,0.0,0.0
2022-09-22 00:00:00-04:00,373.4334057239516,375.1390351694858,370.3196582872408,371.0931396484375,89472600,0.0,0.0,0.0
2022-09-23 00:00:00-04:00,367.4835485265354,367.5232227739098,360.25448303126115,364.87554931640625,122346900,0.0,0.0,0.0
2022-09-26 00:00:00-04:00,363.34838924483097,367.1166254554298,359.9966266904928,361.26593017578125,92581200,0.0,0.0,0.0
2022-09-27 00:00:00-04:00,364.9449643188604,367.30508285308616,357.85471285065654,360.34375,108294100,0.0,0.0,0.0
2022-09-28 00:00:00-04:00,361.3353836012092,369.1891901345196,359.5702578173897,367.4339904785156,110802200,0.0,0.0,0.0
2022-09-29 00:00:00-04:00,363.74506643764727,364.04254764156804,356.69448954146634,359.7586669921875,112952300,0.0,0.0,0.0
2022-09-30 00:00:00-04:00,358.7769182356323,362.85259230191673,354.05671164884535,354.1955261230469,153711200,0.0,0.0,0.0
2022-10-03 00:00:00-04:00,358.06293034019285,365.47051488156,356.2085602386032,363.5467224121094,89756500,0.0,0.0,0.0
2022-10-04 00:00:00-04:00,369.28833206968477,374.84154621426444,363.5070591036624,374.8117980957031,103602800,0.0,0.0,0.0
2022-10-05 00:00:00-04:00,370.2700821722999,376.28934011387855,367.85046764315734,373.93914794921875,88065700,0.0,0.0,0.0
2022-10-06 00:00:00-04:00,372.4814580146115,375.5555616520695,369.566021109822,370.0816955566406,82333500,0.0,0.0,0.0
2022-10-07 00:00:00-04:00,365.8870218936297,370.1709328055946,357.92411886778456,359.7586669921875,107789500,0.0,0.0,0.0
2022-10-10 00:00:00-04:00,360.91886085534344,361.16677193714423,354.6814398262954,357.01177978515625,76042800,0.0,0.0,0.0
2022-10-11 00:00:00-04:00,355.24667668732394,359.99666179025485,352.73781759043703,354.7508544921875,92482800,0.0,0.0,0.0
2022-10-12 00:00:00-04:00,355.17725153289746,356.81345857209345,353.3228512750542,353.5806884765625,76991800,0.0,0.0,0.0
2022-10-13 00:00:00-04:00,346.29211010198946,364.43921960838946,345.2012952798697,362.9120788574219,147254500,0.0,0.0,0.0
2022-10-14 00:00:00-04:00,365.4705243568282,367.166258036677,353.9773696174444,354.64178466796875,123737000,0.0,0.0,0.0
2022-10-17 00:00:00-04:00,360.96848654892153,364.9053160145653,354.2947088641907,363.7550048828125,93168200,0.0,0.0,0.0
2022-10-18 00:00:00-04:00,371.9955384601105,372.312871905408,364.44910945127845,368.0289611816406,97162900,0.0,0.0,0.0
2022-10-19 00:00:00-04:00,365.9068555420662,368.742974247652,362.49559640305137,365.42095947265625,79746900,0.0,0.0,0.0
2022-10-20 00:00:00-04:00,364.954884471557,369.55612897766684,361.5634473345032,362.3567810058594,88283100,0.0,0.0,0.0
2022-10-21 00:00:00-04:00,362.06920502839927,371.66831573083,360.50242016362586,371.16259765625,131038400,0.0,0.0,0.0
2022-10-24 00:00:00-04:00,372.74923419283925,376.884374462026,369.99243366326675,375.7043151855469,85436900,0.0,0.0,0.0
2022-10-25 00:00:00-04:00,375.62495098112566,382.03096465338024,375.5059585077374,381.7037353515625,78846300,0.0,0.0,0.0
2022-10-26 00:00:00-04:00,378.4313207154962,384.3415127040101,378.1635876293639,378.8279724121094,104087300,0.0,0.0,0.0
2022-10-27 00:00:00-04:00,379.8692005398045,381.78306683259467,376.1604301691598,376.8050231933594,81971800,0.0,0.0,0.0
2022-10-28 00:00:00-04:00,376.6959305572408,386.26529238479566,376.5075157116524,385.76947021484375,100302000,0.0,0.0,0.0
2022-10-31 00:00:00-04:00,383.21102975976646,385.1546441347682,382.0408967364295,382.9829406738281,96631300,0.0,0.0,0.0
2022-11-01 00:00:00-04:00,386.88013444079206,387.12804552393834,380.08736471006745,381.30706787109375,85407600,0.0,0.0,0.0
2022-11-02 00:00:00-04:00,380.6922796682813,385.3827685817216,371.6286655754741,371.73773193359375,126990400,0.0,0.0,0.0
2022-11-03 00:00:00-04:00,368.366121063536,371.0733209832868,365.70852151791433,367.90997314453125,87100100,0.0,0.0,0.0
2022-11-04 00:00:00-04:00,373.8499155506012,375.7042856212659,366.90840518228765,373.2053527832031,103505200,0.0,0.0,0.0
2022-11-07 00:00:00-05:00,374.55399505429034,377.3901137536621,372.3922175414493,376.7752990722656,68286900,0.0,0.0,0.0
2022-11-08 00:00:00-05:00,377.92555800210005,381.9020614696481,374.56389944284854,378.8081359863281,84641100,0.0,0.0,0.0
2022-11-09 00:00:00-05:00,376.75543138647686,377.95534284143866,370.48823181891424,371.00390625,78495500,0.0,0.0,0.0
2022-11-10 00:00:00-05:00,384.80758719249513,391.73920194471515,382.4177508824356,391.3921203613281,141455800,0.0,0.0,0.0
2022-11-11 00:00:00-05:00,392.2845914322252,396.01318393543283,390.3211246914242,395.1802062988281,93839900,0.0,0.0,0.0
2022-11-14 00:00:00-05:00,393.34565274021946,396.8362299686728,391.53092662696224,391.8185119628906,71903500,0.0,0.0,0.0
2022-11-15 00:00:00-05:00,397.7981169046305,398.94842795887587,391.19376203569163,395.16033935546875,93194500,0.0,0.0,0.0
2022-11-16 00:00:00-05:00,393.4646255613413,394.45626986491465,391.49126308125665,392.145751953125,68508500,0.0,0.0,0.0
2022-11-17 00:00:00-05:00,387.19744735556316,391.6499510992912,386.8801441607274,390.94586181640625,74496300,0.0,0.0,0.0
2022-11-18 00:00:00-05:00,394.4166201390515,394.48604250763725,389.7559097800625,392.7209167480469,92922500,0.0,0.0,0.0
2022-11-21 00:00:00-05:00,391.34253860719303,392.51267167058626,389.3790719107151,391.2929382324219,51243200,0.0,0.0,0.0
2022-11-22 00:00:00-05:00,393.3159274218396,396.7271866153412,391.8482827996075,396.55859375,60429000,0.0,0.0,0.0
2022-11-23 00:00:00-05:00,396.2114809796739,399.5632436658277,395.97349602388,399.0575256347656,68261600,0.0,0.0,0.0
2022-11-25 00:00:00-05:00,398.4724395391533,399.54343239412935,398.1848844640478,398.96826171875,30545400,0.0,0.0,0.0
2022-11-28 00:00:00-05:00,395.7553198023224,397.46094920773453,391.80856459631747,392.6018981933594,67881600,0.0,0.0,0.0
2022-11-29 00:00:00-05:00,392.7407376824134,393.98029313559937,390.01371568540424,391.9276123046875,52310000,0.0,0.0,0.0
2022-11-30 00:00:00-05:00,392.1854125758699,404.2735595703125,390.19222801967663,404.2735595703125,144566700,0.0,0.0,0.0
2022-12-01 00:00:00-05:00,405.3544441084859,406.5741775356228,401.36804477449596,403.97607421875,76398200,0.0,0.0,0.0
2022-12-02 00:00:00-05:00,398.8889434210211,404.45205374915577,398.7798770675679,403.510009765625,85342700,0.0,0.0,0.0
2022-12-05 00:00:00-05:00,400.5747447430486,401.546536831822,394.8430416469602,396.25115966796875,77289800,0.0,0.0,0.0
2022-12-06 00:00:00-05:00,396.082594600759,396.64780887357193,388.36760286549344,390.5392761230469,77972200,0.0,0.0,0.0
2022-12-07 00:00:00-05:00,389.656714972451,392.3341666964816,388.6948187877153,389.8748779296875,65927900,0.0,0.0,0.0
2022-12-08 00:00:00-05:00,391.83835363469007,394.03977498707746,389.9839533238707,392.92913818359375,60737900,0.0,0.0,0.0
2022-12-09 00:00:00-05:00,391.6400297694996,394.29762941713403,389.8649778743074,389.993896484375,81447700,0.0,0.0,0.0
2022-12-12 00:00:00-05:00,390.8169309425416,395.61651611328125,390.12279807162736,395.61651611328125,75405800,0.0,0.0,0.0
2022-12-13 00:00:00-05:00,406.7923638443913,407.0600969357978,395.73553492209516,398.6112976074219,123782500,0.0,0.0,0.0
2022-12-14 00:00:00-05:00,398.2543003493528,402.11181166298724,392.9985970368438,396.0627746582031,108111300,0.0,0.0,0.0
2022-12-15 00:00:00-05:00,391.00535177652864,391.94742600605485,384.64893817813027,386.3743896484375,117705900,0.0,0.0,0.0
2022-12-16 00:00:00-05:00,383.71554704712554,385.1102181984497,379.59130304238494,381.81280517578125,119858000,1.781,0.0,0.0
2022-12-19 00:00:00-05:00,382.01206016248204,382.36073555364123,376.8417899494835,378.5751647949219,79878100,0.0,0.0,0.0
2022-12-20 00:00:00-05:00,377.78818371764083,380.7767777590385,376.41342559434975,379.09320068359375,74427200,0.0,0.0,0.0
2022-12-21 00:00:00-05:00,381.79288516460787,385.9370725108625,381.2350167142996,384.7615661621094,78167400,0.0,0.0,0.0
2022-12-22 00:00:00-05:00,381.5936193429922,384.7416085689132,373.34510138701427,379.2724914550781,100120900,0.0,0.0,0.0
2022-12-23 00:00:00-05:00,378.20657779361534,381.60361674012916,376.59274184164923,381.4541931152344,59857300,0.0,0.0,0.0
2022-12-27 00:00:00-05:00,381.33465050178995,381.6932671980451,378.2065741105487,379.9499206542969,51638200,0.0,0.0,0.0
2022-12-28 00:00:00-05:00,379.880163345097,381.9323591587702,374.9888580036769,375.2279357910156,70911500,0.0,0.0,0.0
2022-12-29 00:00:00-05:00,378.18666564557907,382.8887215962192,377.6387384843054,381.982177734375,66970900,0.0,0.0,0.0
2022-12-30 00:00:00-05:00,379.1928101874491,381.12540628132155,376.9911907829271,380.9759826660156,84022200,0.0,0.0,0.0
2023-01-03 00:00:00-05:00,382.9086221028022,384.960787559827,376.3934786413229,379.37213134765625,74850700,0.0,0.0,0.0
2023-01-04 00:00:00-05:00,381.72315247526444,384.4128993072754,378.5552500475545,382.30096435546875,85934100,0.0,0.0,0.0
2023-01-05 00:00:00-05:00,380.2686911594671,380.3882300518817,377.31995367422604,377.9375915527344,76970500,0.0,0.0,0.0
2023-01-06 00:00:00-05:00,381.15528811265614,387.7700571811423,377.96747287130006,386.6044921875,104189600,0.0,0.0,0.0
2023-01-09 00:00:00-05:00,388.885812191889,392.20316858913975,386.19609580656333,386.3853454589844,73978100,0.0,0.0,0.0
2023-01-10 00:00:00-05:00,385.77767525945376,389.16474237703176,384.8013902755044,389.0950012207031,65358100,0.0,0.0,0.0
2023-01-11 00:00:00-05:00,390.73876570974744,394.0959482191287,389.8919913007769,394.0162353515625,68881100,0.0,0.0,0.0
2023-01-12 00:00:00-05:00,395.16186910163015,396.9749263338092,390.9280276545053,395.45074462890625,90157700,0.0,0.0,0.0
2023-01-13 00:00:00-05:00,392.12344280725705,397.5826186652843,391.8445085897841,396.9848937988281,63903900,0.0,0.0,0.0
2023-01-17 00:00:00-05:00,396.9649823676536,398.7083288342025,395.55036785811484,396.2576599121094,62677300,0.0,0.0,0.0
2023-01-18 00:00:00-05:00,397.492985026789,398.5987502455306,389.7923633229618,390.0015563964844,99632300,0.0,0.0,0.0
2023-01-19 00:00:00-05:00,387.87964794240673,389.59310975935347,385.78765641373025,387.16241455078125,86958900,0.0,0.0,0.0
2023-01-20 00:00:00-05:00,388.61685457689475,394.53427326144055,386.9033927624884,394.3748779296875,91806400,0.0,0.0,0.0
2023-01-23 00:00:00-05:00,395.2116736765209,401.11912054855605,394.2154756717305,399.1068115234375,84178800,0.0,0.0,0.0
2023-01-24 00:00:00-05:00,397.3634476739879,399.6248061016176,396.12817193045174,398.6784362792969,59524900,0.0,0.0,0.0
2023-01-25 00:00:00-05:00,394.4446156794681,399.17655624447514,392.06368783401496,398.827880859375,84800300,0.0,0.0,0.0
2023-01-26 00:00:00-05:00,401.5973151847766,403.3805181641912,398.509095223104,403.2111511230469,72287400,0.0,0.0,0.0
2023-01-27 00:00:00-05:00,402.1252947123761,406.608185783547,401.9061299328346,404.1376037597656,68346200,0.0,0.0,0.0
2023-01-30 00:00:00-05:00,401.26854464718275,403.58970302597896,398.7581366166772,399.06695556640625,74202000,0.0,0.0,0.0
2023-01-31 00:00:00-05:00,399.6049049805208,404.9843680514283,399.24625789496696,404.9345703125,86811800,0.0,0.0,0.0
2023-02-01 00:00:00-05:00,403.6693854573279,412.09724247633784,400.820273753205,409.2381286621094,101459200,0.0,0.0,0.0
2023-02-02 00:00:00-05:00,413.2826905030206,416.7195857870569,411.3102379065741,415.1954040527344,101654500,0.0,0.0,0.0
2023-02-03 00:00:00-05:00,410.0251368610767,415.3846870396906,409.52703785416537,410.7822570800781,94736800,0.0,0.0,0.0
2023-02-06 00:00:00-05:00,408.2319940367825,409.7262910627873,406.54841695535964,408.2718200683594,60295300,0.0,0.0,0.0
2023-02-07 00:00:00-05:00,407.31547153676087,414.90649543514076,406.0204262969326,413.6114501953125,90990700,0.0,0.0,0.0
2023-02-08 00:00:00-05:00,411.55929665651706,412.9539678170491,408.37145080254277,409.0887145996094,76227500,0.0,0.0,0.0
2023-02-09 00:00:00-05:00,412.83441291538253,412.99380824205787,404.2671041162726,405.542236328125,78694900,0.0,0.0,0.0
2023-02-10 00:00:00-05:00,404.31691267820827,406.8871205875173,403.4701686848077,406.4886474609375,70769700,0.0,0.0,0.0
2023-02-13 00:00:00-05:00,407.1660473115557,411.39988880672564,406.68786132754315,411.2604064941406,64913500,0.0,0.0,0.0
2023-02-14 00:00:00-05:00,409.6764654381064,413.47197747535483,406.9568642910604,411.0711669921875,88389300,0.0,0.0,0.0
2023-02-15 00:00:00-05:00,408.78986322092425,412.48574935937745,407.9132040998618,412.40606689453125,61555700,0.0,0.0,0.0
2023-02-16 00:00:00-05:00,407.2357928813916,411.34012381694316,406.58827025542263,406.72772216796875,76431500,0.0,0.0,0.0
2023-02-17 00:00:00-05:00,404.5161591211537,405.960658387749,402.51379140437484,405.71160888671875,89257800,0.0,0.0,0.0
